Id,SalePrice
1730,185127.6389
1731,172554.048
1732,174240.8345
1733,169758.193
1734,172423.0419
1735,167751.4844
1736,170662.4079
1737,191862.2398
1738,189666.0809
1739,190993.6158
1740,182573.2227
1741,177663.1719
1742,171859.8865
1743,174543.0801
1744,194235.75
1745,184948.1402
1746,193281.3217
1747,191639.5522
1748,197572.9176
1749,180558.3
1750,178550.3571
1751,191808.7014
1752,169393.7365
1753,180336.0143
1754,196450.9103
1755,180565.0161
1756,168841.6994
1757,167869.9234
1758,179886.159
1759,176395.161
1760,175909.7122
1761,175250.9074
1762,184653.6295
1763,178766.7394
1764,170963.2704
1765,185201.2296
1766,181975.6011
1767,178496.964
1768,174784.0285
1769,179598.1333
1770,170449.9319
1771,176268.0131
1772,175113.6207
1773,174815.732
1774,178943.0646
1775,173165.2506
1776,172590.0921
1777,167114.3556
1778,168420.9347
1779,174933.854
1780,177229.7976
1781,177178.6999
1782,164686.7414
1783,169384.0486
1784,157463.6268
1785,170869.5643
1786,173727.8988
1787,178924.5548
1788,152271.3539
1789,170011.0275
1790,157725.8628
1791,196566.965
1792,178527.258
1793,174774.9053
1794,170126.9209
1795,173344.3643
1796,174052.4259
1797,178742.182
1798,172856.1524
1799,165022.1985
1800,169913.5193
1801,172344.8575
1802,177675.3846
1803,179828.7197
1804,170608.2397
1805,173827.1633
1806,171156.4891
1807,176951.1785
1808,166905.4024
1809,172685.167
1810,172735.1191
1811,167070.9047
1812,167023.0694
1813,168769.7849
1814,160136.7904
1815,157549.6287
1816,159544.126
1817,160830.2912
1818,178448.2864
1819,169785.0719
1820,161929.108
1821,166417.5597
1822,171152.9835
1823,158590.5903
1824,171288.7282
1825,169686.7236
1826,168128.7212
1827,166332.2344
1828,170906.8167
1829,178316.9096
1830,178394.4131
1831,179203.4265
1832,178239.1192
1833,180197.8378
1834,168916.9174
1835,176719.9369
1836,176693.7383
1837,162485.4498
1838,169751.8524
1839,164086.3604
1840,177686.1499
1841,171412.648
1842,166991.414
1843,176736.1958
1844,176768.041
1845,181678.6139
1846,177210.7232
1847,183450.6857
1848,166787.3391
1849,175833.2735
1850,172418.8297
1851,172037.7758
1852,173337.3469
1853,169892.3358
1854,177317.5822
1855,176378.8481
1856,189340.6881
1857,182233.9162
1858,183169.3751
1859,180916.2557
1860,177337.4545
1861,180732.0834
1862,194080.4512
1863,194080.4512
1864,194080.4512
1865,207257.9498
1866,210049.2317
1867,187205.8623
1868,189246.5922
1869,181474.5241
1870,185238.7396
1871,186817.0769
1872,178907.0412
1873,187168.562
1874,173265.889
1875,184560.6543
1876,183558.78
1877,182797.451
1878,183600.2902
1879,166844.4173
1880,171889.1169
1881,185444.9578
1882,189908.2938
1883,185058.3013
1884,186893.3071
1885,186194.6406
1886,189384.9413
1887,180433.5495
1888,187962.0567
1889,178807.9531
1890,174810.9621
1891,174126.8333
1892,166749.865
1893,172554.6202
1894,180173.0089
1895,178118.7459
1896,169285.6311
1897,169221.2215
1898,167340.9216
1899,174401.3569
1900,176633.2744
1901,181413.6594
1902,178278.1499
1903,194528.8448
1904,174112.8101
1905,189133.9713
1906,179323.1532
1907,184478.9249
1908,162981.1982
1909,168155.4333
1910,169043.8358
1911,188364.1847
1912,197878.8832
1913,172720.0345
1914,156137.0077
1915,201276.1022
1916,161448.7252
1917,189859.2095
1918,171453.3469
1919,178279.7179
1920,178593.5745
1921,221795.9042
1922,209133.1836
1923,187011.5638
1924,183418.6997
1925,186044.1114
1926,217454.4361
1927,171644.4264
1928,180752.6477
1929,167966.2676
1930,173192.9951
1931,172305.2402
1932,172918.9666
1933,181542.8266
1934,184097.604
1935,177599.9406
1936,182058.8645
1937,182259.0183
1938,181290.2275
1939,186577.342
1940,180994.1133
1941,182521.7058
1942,184202.7618
1943,181248.2421
1944,194323.4916
1945,211719.2613
1946,184690.4938
1947,203271.772
1948,189045.2176
1949,192043.3772
1950,183888.4372
1951,193946.2565
1952,190965.8699
1953,179044.2677
1954,191282.9254
1955,177914.9195
1956,191176.14
1957,185348.6982
1958,195904.9812
1959,174253.4491
1960,167975.9249
1961,168815.6406
1962,160229.4737
1963,161081.7467
1964,165345.4014
1965,174253.8233
1966,173027.5814
1967,188223.5058
1968,199185.2348
1969,213997.5064
1970,203011.9149
1971,212352.5295
1972,198945.7491
1973,187049.2843
1974,195328.2711
1975,212010.5499
1976,188563.3036
1977,195546.2016
1978,196913.6529
1979,202776.615
1980,180850.2786
1981,209293.0257
1982,183380.1198
1983,182457.2241
1984,182577.8502
1985,182890.3004
1986,181817.1139
1987,177223.5259
1988,181499.156
1989,184007.0043
1990,185412.4251
1991,180722.6281
1992,190280.0541
1993,181847.2145
1994,189354.218
1995,181997.8676
1996,192565.7342
1997,198000.34
1998,194166.9677
1999,188588.228
2000,197102.841
2001,190122.8123
2002,180602.7568
2003,187290.0025
2004,185929.7048
2005,179601.1776
2006,181078.6973
2007,187146.0753
2008,178231.1723
2009,184650.9145
2010,186029.313
2011,175833.4859
2012,180272.2437
2013,183722.0892
2014,184551.8953
2015,185973.2161
2016,184568.6095
2017,185521.7878
2018,173162.1837
2019,169515.8714
2020,169839.6579
2021,168194.1923
2022,184121.9578
2023,177826.5306
2024,195682.0119
2025,199589.8361
2026,177626.9136
2027,169133.2628
2028,174050.1903
2029,172606.6978
2030,192293.6694
2031,179697.1951
2032,188463.2851
2033,191833.3883
2034,173374.0049
2035,183332.2533
2036,177639.9147
2037,177782.8169
2038,200429.6478
2039,182153.5232
2040,198432.2495
2041,190611.7906
2042,185686.7028
2043,186070.2817
2044,189860.0827
2045,188943.0876
2046,184311.331
2047,173734.7337
2048,171534.1534
2049,177518.4238
2050,184930.086
2051,169709.9959
2052,176127.2424
2053,172360.686
2054,158901.3613
2055,177220.5038
2056,172306.7248
2057,172782.191
2058,180840.9863
2059,175738.0451
2060,174681.7717
2061,184769.8972
2062,174652.4613
2063,166926.8593
2064,174560.3051
2065,171196.3597
2066,186111.9862
2067,180599.8064
2068,177815.828
2069,166782.7572
2070,167996.8704
2071,157547.6111
2072,179990.744
2073,174129.6135
2074,181421.519
2075,173735.6096
2076,166605.8491
2077,175693.363
2078,171863.9482
2079,174438.4561
2080,171226.8038
2081,172498.9107
2082,180638.0438
2083,175489.1771
2084,167365.2086
2085,173590.9697
2086,169785.9848
2087,171206.2227
2088,167785.3748
2089,161186.0026
2090,167026.5954
2091,175184.9026
2092,171050.9092
2093,170701.4189
2094,167676.057
2095,175336.9944
2096,163807.3805
2097,162329.7825
2098,178709.0246
2099,155776.706
2100,164985.0522
2101,171826.2979
2102,173348.695
2103,162935.6225
2104,185920.5768
2105,162570.5022
2106,158371.7988
2107,191299.7623
2108,168341.8112
2109,169831.377
2110,165479.0778
2111,173187.4455
2112,172686.4005
2113,163353.8186
2114,167429.1786
2115,171350.048
2116,167009.7701
2117,174259.8102
2118,169586.1595
2119,168671.4409
2120,165187.6483
2121,167396.4435
2122,162406.0393
2123,164257.515
2124,182461.1734
2125,177380.4909
2126,172014.2298
2127,179365.9887
2128,170105.2358
2129,164532.1733
2130,171313.1906
2131,182039.791
2132,169375.291
2133,171065.705
2134,170820.7062
2135,159971.106
2136,171689.7164
2137,171363.7412
2138,170351.5039
2139,175324.8978
2140,171488.6884
2141,176162.6466
2142,174458.7374
2143,174599.9527
2144,174431.3652
2145,171567.7553
2146,179108.3046
2147,178187.5582
2148,176252.3196
2149,178535.5572
2150,185108.6984
2151,167633.8321
2152,172511.0068
2153,176359.8818
2154,167020.1004
2155,169470.0111
2156,190608.9591
2157,188187.9573
2158,191328.5587
2159,187583.7501
2160,180753.9529
2161,188178.9823
2162,193833.2426
2163,211931.1387
2164,188995.8119
2165,182923.5158
2166,171975.3634
2167,180228.4781
2168,182624.7998
2169,184162.1129
2170,186598.8543
2171,173729.9122
2172,175343.5556
2173,183102.1213
2174,189105.1226
2175,192161.0919
2176,191280.0254
2177,189349.6804
2178,186739.5873
2179,171293.697
2180,187881.7958
2181,180446.8762
2182,185950.0732
2183,181963.1153
2184,172959.7887
2185,170045.587
2186,173401.2723
2187,176169.9806
2188,176858.164
2189,183658.4505
2190,169293.0488
2191,170331.9434
2192,164618.2989
2193,165959.1854
2194,168739.0763
2195,167316.9171
2196,170968.3013
2197,168918.3056
2198,176056.0348
2199,178919.3712
2200,177058.003
2201,176015.5545
2202,183779.6161
2203,179730.7754
2204,184774.7525
2205,177446.3395
2206,179117.2428
2207,189176.0284
2208,190796.9094
2209,189995.6317
2210,162315.3793
2211,166978.6687
2212,165713.0971
2213,167468.6352
2214,171377.259
2215,166498.9404
2216,181759.3353
2217,168946.1763
2218,167148.5301
2219,161558.0037
2220,159411.0013
2221,201733.3699
2222,192170.6874
2223,191247.547
2224,184150.1672
2225,182485.9681
2226,180448.0776
2227,183905.1927
2228,187750.1781
2229,188054.0095
2230,174129.3169
2231,184713.7775
2232,183234.9722
2233,178363.7612
2234,182700.0111
2235,185174.474
2236,190991.1786
2237,196004.3584
2238,182164.227
2239,172654.3569
2240,180546.5232
2241,179819.8003
2242,171531.0184
2243,168234.4848
2244,160325.8869
2245,159883.7233
2246,173623.733
2247,165615.2852
2248,168595.8838
2249,169163.8819
2250,171805.9439
2251,173466.7755
2252,183195.9115
2253,175487.1193
2254,179286.3334
2255,183719.4198
2256,183262.1172
2257,189332.1526
2258,178781.7634
2259,183648.8232
2260,178603.385
2261,181380.235
2262,180599.2518
2263,194988.1084
2264,198837.4671
2265,180012.719
2266,191254.0485
2267,190924.4983
2268,213682.523
2269,179758.9042
2270,183463.5255
2271,186985.0204
2272,186526.46
2273,178229.0313
2274,181045.7807
2275,186130.9719
2276,181685.819
2277,192152.8493
2278,174685.0281
2279,172229.8325
2280,167612.0874
2281,180002.4336
2282,180220.1306
2283,161803.4877
2284,168898.1448
2285,171234.2514
2286,170840.1381
2287,211538.0352
2288,189621.4865
2289,193184.8534
2290,218257.9047
2291,194236.9846
2292,216557.4599
2293,215503.1849
2294,202459.9251
2295,211626.5799
2296,184286.8534
2297,200742.6448
2298,212118.9688
2299,205317.6005
2300,192518.0613
2301,189276.0451
2302,185438.2071
2303,187251.1407
2304,190746.7589
2305,179080.4091
2306,179080.4091
2307,179237.5302
2308,185784.5541
2309,200798.4267
2310,183104.8107
2311,181297.6075
2312,184747.8682
2313,181955.9055
2314,181304.4081
2315,182793.4572
2316,183523.8487
2317,180794.4693
2318,181727.8936
2319,182429.6717
2320,182297.2922
2321,184921.9638
2322,177909.0411
2323,178893.3104
2324,180390.4253
2325,187387.038
2326,180625.8754
2327,185599.8564
2328,185973.2002
2329,184655.1924
2330,184177.6055
2331,198892.6835
2332,200241.9701
2333,197393.9196
2334,190024.5953
2335,191348.8534
2336,196949.0554
2337,177983.2196
2338,183416.6037
2339,183032.5465
2340,204333.3044
2341,179194.3234
2342,181555.6311
2343,179940.0111
2344,184222.9919
2345,188438.6308
2346,180842.0252
2347,178973.0349
2348,182484.8715
2349,178318.5823
2350,188588.8729
2351,191137.4072
2352,187612.5899
2353,185234.1694
2354,176191.0093
2355,172288.1565
2356,172810.753
2357,185898.1132
2358,185909.439
2359,175064.9005
2360,169128.0877
2361,179475.8677
2362,195219.5652
2363,170414.0215
2364,173865.6843
2365,182122.2972
2366,178910.1901
2367,183924.3618
2368,176531.5976
2369,184181.9687
2370,172101.2106
2371,172495.1986
2372,174815.5459
2373,177919.9723
2374,184799.8673
2375,186248.9721
2376,193284.8679
2377,194206.2286
2378,177135.8851
2379,198064.4772
2380,176070.1483
2381,181911.9112
2382,186220.1832
2383,186743.6691
2384,194019.2986
2385,178274.2358
2386,177838.5189
2387,171825.2942
2388,171494.947
2389,168982.6114
2390,175273.9398
2391,177674.468
2392,168554.2152
2393,177419.2588
2394,173719.8129
2395,186123.4675
2396,178716.8041
2397,180648.7547
2398,171580.8102
2399,157139.3343
2400,157703.6228
2401,164839.4452
2402,175775.9092
2403,175187.1609
2404,176451.1669
2405,179143.3221
2406,170713.868
2407,168702.1422
2408,175004.7065
2409,175122.782
2410,182243.1952
2411,169356.1834
2412,178451.55
2413,176929.3128
2414,173462.228
2415,175016.0068
2416,171191.5732
2417,174833.843
2418,167848.1095
2419,169983.7143
2420,169642.5282
2421,182248.4636
2422,168909.3752
2423,173675.6364
2424,179510.3659
2425,186514.3304
2426,171017.7111
2427,165360.4082
2428,178977.5469
2429,168841.9737
2430,170651.9564
2431,173542.5589
2432,171003.329
2433,175663.2971
2434,177066.9833
2435,177791.8237
2436,170809.9582
2437,167793.9877
2438,170210.4284
2439,168262.8537
2440,173785.4436
2441,168449.5109
2442,166850.9043
2443,170554.5486
2444,168623.5212
2445,162072.4047
2446,174476.756
2447,178199.7029
2448,174560.9857
2449,168625.0197
2450,175343.9132
2451,167826.0616
2452,195002.6588
2453,166530.4916
2454,174899.607
2455,167467.5479
2456,168533.33
2457,166819.5039
2458,165268.2495
2459,161846.9863
2460,173672.7791
2461,168428.285
2462,170556.1805
2463,167869.3553
2464,180559.3419
2465,169568.2191
2466,167234.1993
2467,171653.6225
2468,168913.6785
2469,170484.0718
2470,189168.4619
2471,180896.5456
2472,182566.0113
2473,163422.1987
2474,172024.0625
2475,194838.194
2476,167120.1264
2477,170665.4833
2478,177714.3997
2479,172933.2471
2480,174858.8458
2481,173739.8768
2482,169145.1518
2483,170150.4644
2484,173064.7698
2485,168963.383
2486,178032.6284
2487,190880.8921
2488,173429.0797
2489,175495.0827
2490,175377.7392
2491,173574.9128
2492,183175.6687
2493,170087.764
2494,176422.5217
2495,171188.2098
2496,186441.0568
2497,174516.1286
2498,167832.2794
2499,164366.854
2500,171731.6081
2501,172800.2994
2502,177206.3625
2503,165244.208
2504,186766.0585
2505,189188.0129
2506,190072.9856
2507,194276.5504
2508,188593.4633
2509,185041.6782
2510,185378.1912
2511,180227.9037
2512,185497.8396
2513,189013.1735
2514,184544.982
2515,173694.2589
2516,176302.6386
2517,171584.9379
2518,173364.0597
2519,186363.138
2520,186649.4557
2521,184256.7523
2522,185284.3364
2523,169687.447
2524,170406.104
2525,172622.9316
2526,175190.6414
2527,168644.7244
2528,171117.2852
2529,175866.898
2530,169652.883
2531,185990.5747
2532,186911.9348
2533,184246.977
2534,186849.1
2535,194906.9867
2536,187195.5884
2537,181272.3842
2538,182443.3269
2539,179887.0737
2540,180227.5328
2541,182220.9173
2542,177475.5808
2543,168408.8507
2544,174115.3591
2545,172201.4317
2546,181061.9863
2547,171552.9604
2548,179541.7355
2549,173977.0732
2550,178012.9762
2551,176189.7707
2552,169624.7562
2553,168220.9263
2554,176620.5331
2555,164596.6921
2556,164747.0298
2557,168764.5539
2558,180394.9354
2559,181243.3865
2560,178741.6929
2561,174698.8507
2562,179794.6828
2563,178885.8098
2564,185245.4346
2565,177185.636
2566,179793.1481
2567,178900.3225
2568,188781.6943
2569,184682.443
2570,162502.7271
2571,180593.1209
2572,174301.0526
2573,190857.936
2574,188667.2284
2575,174949.8787
2576,167007.8895
2577,169553.0525
2578,163713.946
2579,158380.7173
2580,179073.8293
2581,172075.4718
2582,161282.6489
2583,189767.812
2584,176535.9848
2585,182272.3444
2586,182776.3296
2587,184126.6181
2588,171912.604
2589,173570.9647
2590,183055.801
2591,186466.2137
2592,188454.732
2593,191713.3763
2594,177287.3994
2595,181171.2283
2596,194074.3539
2597,185259.9656
2598,188617.9703
2599,215908.7002
2600,180884.8009
2601,179369.6179
2602,159020.2631
2603,161906.7192
2604,158833.7593
2605,160001.4705
2606,175221.9536
2607,179936.7085
2608,183728.5883
2609,176569.8182
2610,168295.0571
2611,180355.5464
2612,175127.7784
2613,168012.6424
2614,170205.4768
2615,178546.9935
2616,170844.9476
2617,184990.2657
2618,182235.548
2619,189933.1055
2620,181321.2044
2621,181489.1698
2622,182384.2913
2623,191051.7258
2624,195978.9083
2625,195512.3047
2626,176492.3504
2627,178272.147
2628,198179.981
2629,218036.2784
2630,188866.7976
2631,216886.0907
2632,198451.6159
2633,187379.1433
2634,208702.3509
2635,176843.9911
2636,191324.8142
2637,179913.4418
2638,183083.0929
2639,188702.6495
2640,178918.4842
2641,169804.0865
2642,181636.5996
2643,164250.7875
2644,167284.5525
2645,161065.7276
2646,160064.0545
2647,161803.4877
2648,172434.877
2649,177568.0913
2650,171513.5077
2651,174111.9328
2652,202989.473
2653,189721.6168
2654,188040.9313
2655,211370.9525
2656,193735.2879
2657,206542.803
2658,193420.0779
2659,188635.1103
2660,198075.5434
2661,197785.8737
2662,211537.9297
2663,191190.0987
2664,200358.5605
2665,195778.2364
2666,194398.0464
2667,180878.3987
2668,182628.542
2669,182769.5924
2670,190550.4415
2671,182628.542
2672,178824.3125
2673,180354.7407
2674,179999.3101
2675,176532.1938
2676,184179.5322
2677,186857.8965
2678,191865.4284
2679,189998.9613
2680,193104.3184
2681,204811.4804
2682,199586.9241
2683,210809.3645
2684,195802.4405
2685,198505.7402
2686,185006.0749
2687,185760.0767
2688,182810.0701
2689,180326.6546
2690,197134.701
2691,177785.1741
2692,174280.069
2693,184978.8067
2694,175504.0686
2695,184575.3713
2696,185111.7119
2697,187627.4596
2698,184926.3813
2699,183532.1513
2700,180310.5323
2701,178845.6759
2702,173688.3887
2703,180673.2051
2704,175444.7179
2705,171628.5658
2706,169945.3558
2707,172660.7219
2708,172404.3899
2709,170047.916
2710,170988.6092
2711,195842.7131
2712,199714.3362
2713,176928.5959
2714,171185.1747
2715,172019.0688
2716,170070.4931
2717,173056.2944
2718,182709.4062
2719,178165.5534
2720,184664.2741
2721,174274.2434
2722,178492.554
2723,173550.6051
2724,167817.1558
2725,173077.0087
2726,175239.1582
2727,178056.3829
2728,181558.3478
2729,176099.0839
2730,175839.8083
2731,167911.242
2732,170788.8504
2733,178124.3951
2734,182098.7587
2735,175383.9987
2736,176088.0028
2737,169608.7681
2738,175212.229
2739,178442.6596
2740,174042.4846
2741,173162.7536
2742,178522.2085
2743,176912.6214
2744,176877.6187
2745,172223.2374
2746,172121.6231
2747,176539.3315
2748,170685.9455
2749,171433.4909
2750,173964.7276
2751,169645.3187
2752,188320.3639
2753,180546.2388
2754,192127.8891
2755,176019.3488
2756,157639.1662
2757,167437.765
2758,163503.1925
2759,173049.5429
2760,169472.7522
2761,174267.1309
2762,176707.1424
2763,185328.4067
2764,176993.911
2765,196001.2697
2766,171381.0261
2767,170366.3385
2768,179426.9766
2769,175203.1717
2770,174264.9908
2771,168166.1066
2772,170580.5796
2773,174691.9803
2774,176361.5066
2775,169213.619
2776,172187.8662
2777,181317.7127
2778,164689.8574
2779,165719.2443
2780,169322.3826
2781,164495.5522
2782,167361.9532
2783,167355.4018
2784,171674.7269
2785,170467.7696
2786,154476.0606
2787,168777.0433
2788,161370.9454
2789,187447.3937
2790,171800.7001
2791,172260.9433
2792,161727.0082
2793,174054.6954
2794,162206.3059
2795,165950.2948
2796,162040.5329
2797,184027.7726
2798,170149.1801
2799,163200.9368
2800,160852.372
2801,168927.4055
2802,175291.0533
2803,184047.3867
2804,178520.6852
2805,166892.5006
2806,163753.4501
2807,171608.3385
2808,174922.217
2809,171111.1806
2810,175030.5778
2811,179367.7449
2812,175234.7003
2813,186029.7872
2814,188091.6782
2815,171290.5685
2816,187118.9244
2817,174191.8342
2818,170070.008
2819,181431.9939
2820,177923.5673
2821,168574.1627
2822,189931.7298
2823,185166.3874
2824,183108.6454
2825,176523.0784
2826,170431.5314
2827,177792.7395
2828,194524.4232
2829,180383.1058
2830,189696.8116
2831,180284.1434
2832,184843.4832
2833,192810.2165
2834,184950.9822
2835,186137.8101
2836,184284.6173
2837,180939.5029
2838,174426.2384
2839,179888.1718
2840,183653.4477
2841,184764.1485
2842,185039.5859
2843,173072.2074
2844,175613.8932
2845,168869.7704
2846,185401.3709
2847,182753.1119
2848,178691.8581
2849,185413.6991
2850,190718.4178
2851,187248.7093
2852,184605.8315
2853,186440.6665
2854,171276.5286
2855,181443.8372
2856,184974.6015
2857,184105.48
2858,179540.5617
2859,172019.8022
2860,170274.2973
2861,172737.9801
2862,182221.8066
2863,167827.6285
2864,183695.4696
2865,176647.5329
2866,178280.4163
2867,161560.2378
2868,169974.7439
2869,175024.8133
2870,181516.7029
2871,170849.6668
2872,154676.3754
2873,167208.6174
2874,169653.965
2875,171413.8419
2876,170794.6307
2877,171668.7264
2878,182895.4481
2879,172360.2076
2880,166629.0018
2881,184555.8176
2882,181551.6789
2883,182132.1769
2884,178595.1092
2885,186502.1483
2886,189557.9653
2887,169057.2414
2888,178836.9793
2889,158719.758
2890,160452.4623
2891,172825.4884
2892,162769.7453
2893,175236.5362
2894,157916.0258
2895,194490.1353
2896,189937.5826
2897,178320.6175
2898,189344.2806
2899,183708.6298
2900,179079.9417
2901,182705.6482
2902,174616.6603
2903,194414.8151
2904,202491.6852
2905,176405.6152
2906,182367.7332
2907,163461.5603
2908,169986.2646
2909,186246.5408
2910,160312.6148
2911,159020.2631
2912,179680.5137
2913,159478.0274
2914,158833.7593
2915,158833.7593
2916,159481.5884
2917,175818.8118
2918,171790.8788
2919,188487.1488
